DeclarationDate,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DecisionControlDate(Month),ConsignorCountryCode,DPEName,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,Descriptionofcommodity,Totalnumberofpackages,TotalNetWeight(kg),Commodityintendedfor,DocumentaryCheck,Acceptablefortransfer,NotAcceptable1,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor:,Results:,Acceptableforreleaseforfreecirculation,NotAcceptable2,ReasonforRefusal,NoOfConsignments
2018-10-24,2018,Q4,Oct,24,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,4200,21000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-10-25,2018,Q4,Oct,25,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,1600,20000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphites,Satisfactory,Human consumption,-,-,1
2018-10-25,2018,Q4,Oct,25,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-10-25,2018,Q4,Oct,25,2018-11,US,"Southampton, P",GB,United States,GB,GB,8025100,In shell,22,19958,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-10-25,2018,Q4,Oct,25,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-10-26,2018,Q4,Oct,26,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8131000,Apricots,640,8000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphur dioxide (SO2),Satisfactory,Human consumption,-,-,1
2018-10-29,2018,Q4,Oct,29,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8042090,Dried,420,2016,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-29,2018,Q4,Oct,29,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8042090,Dried,1188,1485,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-29,2018,Q4,Oct,29,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8022200,Shelled,400,5000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-29,2018,Q4,Oct,29,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8022200,Shelled,200,2000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-29,2018,Q4,Oct,29,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2288,20200,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2496,23000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2288,21300,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2288,21300,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,880,11000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,1500,2250,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,CN,"Felixstowe, P",GB,China,GB,GB,813409510,Goji berries (wolfberries) (Lycium barbarum L.),15,36,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8131000,Apricots,1188,1485,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphites,Satisfactory,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8131000,Apricots,1600,20000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphur dioxide (SO2),Satisfactory,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,CN,Heathrow,GB,China,GB,GB,813409510,Goji berries (wolfberries) (Lycium barbarum L.),8,200,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,.RESIDUES OF PESTICIDES,Satisfactory,Human consumption,-,-,1
2018-10-30,2018,Q4,Oct,30,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,240,3000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphur dioxide (SO2),Satisfactory,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8131000,Apricots,1906,13342,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,8256,23664,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,2288,16016,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8131000,Apricots,600,7200,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8042090,Dried,400,4000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,Liverpool,IE,Turkey,IE,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,2352,11760,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,2016,10080,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8022200,Shelled,400,10000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,London Gateway,GB,Turkey,GB,GB,80620,Dried,3942,3763,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,2650,18550,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1710,17100,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1710,17100,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,2450,17150,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1630,19560,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1680,20160,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,US,"Southampton, P",GB,United States,GB,GB,8025100,In shell,22,19958,Further process,Satisfactory,-,-,/,/,no,-,-,Further process,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,US,"Southampton, P",GB,United States,GB,GB,8025100,In shell,22,19958,Further process,Satisfactory,-,-,/,/,no,-,-,Further process,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,US,"Southampton, P",GB,United States,GB,GB,8025100,In shell,22,19958,Further process,Satisfactory,-,-,/,/,no,-,-,Further process,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8131000,Apricots,600,7500,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphur dioxide (SO2),Satisfactory,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8131000,Apricots,1200,15000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphites,Satisfactory,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,160,2000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8131000,Apricots,6520,19560,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphur dioxide (SO2),Satisfactory,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8022200,Shelled,480,12000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1620,19440,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,5859,23436,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,6432,17808,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-10-31,2018,Q4,Oct,31,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,4608,18432,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1800,4500,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8042090,Dried,600,7200,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,2375,20188,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,2375,20188,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,2375,20188,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,2375,20188,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,4700,15040,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,5720,16510,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,2925,23400,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",21,20200,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,CN,"Southampton, P",GB,China,GB,GB,813409510,Goji berries (wolfberries) (Lycium barbarum L.),200,4000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,240,3000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,3120,21840,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,640,8000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,480,6000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,320,4000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1680,20160,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Southampton, P",GB,Turkey,GB,GB,8022200,Shelled,880,22000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,2925,23400,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,720,1440,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,350,2100,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8042090,Dried,42,504,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8042090,Dried,300,3000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8042090,Dried,400,4800,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,3120,21840,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,896,9634,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,.RESIDUES OF PESTICIDES,Satisfactory,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,US,"Felixstowe, P",GB,United States,GB,GB,8025100,In shell,20,19958,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,240,3000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1344,16128,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,1128,13118,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphur dioxide (SO2),Satisfactory,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,40,500,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphur dioxide (SO2),Satisfactory,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8042090,Dried,625,7500,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1760,22000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-01,2018,Q4,Nov,1,2018-11,US,"Felixstowe, P",GB,United States,GB,GB,8025100,In shell,20,19958,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,2407,2831,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,7200,11700,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8131000,Apricots,8325,8159,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,1650,20625,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062010,Currants,1440,4320,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,4368,21840,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2288,20500,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,810907530,Pomegranates,3800,14860,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,720,9000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8022200,Shelled,12,12000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,1360,17000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,US,"Southampton, P",GB,United States,GB,GB,8025200,Shelled,515,7008,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,US,"Southampton, P",GB,United States,GB,GB,8025100,In shell,13,12973,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8022200,Shelled,600,15000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,2352,6322,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,3370,13760,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphur dioxide (SO2),Satisfactory,Human consumption,-,-,1
2018-11-02,2018,Q4,Nov,2,2018-11,US,"Southampton, P",GB,United States,GB,GB,8025100,In shell,20,19958,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,no,-,-,Human consumption,-,-,1
2018-11-04,2018,Q4,Nov,4,2018-11,TR,"Felixstowe, P",GB,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",972,11500,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,.RESIDUES OF PESTICIDES,Satisfactory,Human consumption,-,-,1
