"Commoditygroups","DeclarationDate","YearofDeclaration","QuarterofDeclaration","MonthofDeclaration","DayofDeclaration","DecisionControlDateMonth","CountryofOrigin","ArrivalatDPE","Forimport","CommodityCode","Descriptionofcommodity","Producttemperature","Commodityintendedfor","Documentarycheck","AcceptableforTransfer","NotAcceptable","IdentityCheck","PhysicalCheck","LaboratoryTests","TestedFor","Results","Acceptableforreleaseforfreecirculation","NotAcceptable2","ReasonforRefusal","DPEName","NoOfConsignments","NetWeightKg"
"Vegetable products/Coffee, tea, mate and spices","2019-06-27","2019","Q2","6","27","2019-07-15","Ethiopia","2019-06-21","For import","9041200","Crushed or ground","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Eschericia coli","Satisfactory","Human consumption","-","-","Heathrow","1","1200"
"Vegetable products/Coffee, tea, mate and spices","2019-06-27","2019","Q2","6","27","2019-07-15","Ethiopia","2019-06-21","For import","9041200","Crushed or ground","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","microbiological","Satisfactory","Human consumption","-","-","Heathrow","1","1200"
"Vegetable products/Coffee, tea, mate and spices","2019-06-28","2019","Q2","6","28","2019-07-02","China","2019-06-30","For import","9022000","Other green tea (not fermented)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Southampton, P","1","18"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-02","India","2019-07-02","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","22350"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-03","India","2019-07-02","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","2700"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-03","India","2019-07-02","For import","9042110","Sweet peppers (Capsicum annuum)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","300"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-03","Indonesia","2019-07-05","For import","9081200","Crushed or ground","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","1250"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-04","India","2019-07-02","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","2000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-04","India","2019-07-02","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","15000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-04","India","2019-07-02","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","3999"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-04","India","2019-07-03","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","594"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-04","India","2019-06-03","For import","9042110","Sweet peppers (Capsicum annuum)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","556"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-04","India","2019-06-03","For import","9042110","Sweet peppers (Capsicum annuum)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","600"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-11","India","2019-07-02","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Felixstowe, P","1","5000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-11","India","2019-07-02","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxin B1","Satisfactory","Human consumption","-","-","Felixstowe, P","1","6000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-11","India","2019-07-02","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxin B2","Satisfactory","Human consumption","-","-","Felixstowe, P","1","6000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-11","India","2019-07-02","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxin G1","Satisfactory","Human consumption","-","-","Felixstowe, P","1","6000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-11","India","2019-07-02","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxin G2","Satisfactory","Human consumption","-","-","Felixstowe, P","1","6000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-11","India","2019-07-02","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Felixstowe, P","1","6000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-11","India","2019-07-02","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","5250"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-11","India","2019-06-03","For import","9042110","Sweet peppers (Capsicum annuum)","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Felixstowe, P","1","629"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-11","India","2019-07-02","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Felixstowe, P","1","15000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-01","2019","Q3","7","1","2019-07-12","India","2019-07-02","For import","9081200","Crushed or ground","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","300"
"Vegetable products/Coffee, tea, mate and spices","2019-07-02","2019","Q3","7","2","2019-07-08","India","2019-07-09","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","25000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-02","2019","Q3","7","2","2019-07-11","India","2019-07-14","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","London Gateway","1","1220"
"Vegetable products/Coffee, tea, mate and spices","2019-07-03","2019","Q3","7","3","2019-07-03","China","2019-07-03","For import","9021000","Green tea (not fermented) in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Stansted","1","1"
"Vegetable products/Coffee, tea, mate and spices","2019-07-03","2019","Q3","7","3","2019-07-08","India","2019-07-05","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","1000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-03","2019","Q3","7","3","2019-07-08","China","2019-07-07","For import","9022000","Other green tea (not fermented)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Southampton, P","1","600"
"Vegetable products/Coffee, tea, mate and spices","2019-07-03","2019","Q3","7","3","2019-07-08","India","2019-07-05","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","7000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-03","2019","Q3","7","3","2019-07-08","India","2019-07-05","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","6000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-03","2019","Q3","7","3","2019-07-08","India","2019-07-05","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","6000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-03","2019","Q3","7","3","2019-07-17","China","2019-07-06","For import","9022000","Other green tea (not fermented)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","240"
"Vegetable products/Coffee, tea, mate and spices","2019-07-03","2019","Q3","7","3","2019-07-29","India","2019-07-05","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Felixstowe, P","1","700"
"Vegetable products/Coffee, tea, mate and spices","2019-07-04","2019","Q3","7","4","2019-07-08","India","2019-07-05","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","13750"
"Vegetable products/Coffee, tea, mate and spices","2019-07-04","2019","Q3","7","4","2019-07-08","China","2019-07-03","For import","9022000","Other green tea (not fermented)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Port of Tyne (CED)","1","24200"
"Vegetable products/Coffee, tea, mate and spices","2019-07-04","2019","Q3","7","4","2019-07-19","China","2019-07-09","For import","9022000","Other green tea (not fermented)","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes",".RESIDUES OF PESTICIDES","Satisfactory","Human consumption","-","-","Felixstowe, P","1","16178"
"Vegetable products/Coffee, tea, mate and spices","2019-07-05","2019","Q3","7","5","2019-07-05","China","2019-07-07","For import","9021000","Green tea (not fermented) in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Liverpool","1","257"
"Vegetable products/Coffee, tea, mate and spices","2019-07-05","2019","Q3","7","5","2019-07-05","China","2019-07-07","For import","9023000","Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Liverpool","1","1284"
"Vegetable products/Coffee, tea, mate and spices","2019-07-05","2019","Q3","7","5","2019-07-09","India","2019-07-05","For import","904220090","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","270"
"Vegetable products/Coffee, tea, mate and spices","2019-07-05","2019","Q3","7","5","2019-07-10","Indonesia","2019-07-10","For import","9081200","Crushed or ground","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","12500"
"Vegetable products/Coffee, tea, mate and spices","2019-07-05","2019","Q3","7","5","2019-07-10","Indonesia","2019-07-10","For import","9081200","Crushed or ground","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","10000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-05","2019","Q3","7","5","2019-07-11","India","2019-07-10","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","25000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-05","2019","Q3","7","5","2019-07-16","China","2019-07-04","For import","9022000","Other green tea (not fermented)","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes",".RESIDUES OF PESTICIDES","Satisfactory","Human consumption","-","-","Southampton, P","1","22000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-08","2019","Q3","7","8","2019-07-09","India","2019-07-02","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","5000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-08","2019","Q3","7","8","2019-07-10","Indonesia","2019-07-10","For import","9081200","Crushed or ground","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","1000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-08","2019","Q3","7","8","2019-07-12","Indonesia","2019-07-10","For import","9081200","Crushed or ground","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","2500"
"Vegetable products/Coffee, tea, mate and spices","2019-07-08","2019","Q3","7","8","2019-07-12","Indonesia","2019-07-10","For import","9081200","Crushed or ground","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","1250"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-09","India","2019-07-09","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","1800"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-09","India","2019-07-09","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","3600"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-09","India","2019-07-09","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","3600"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-09","India","2019-07-09","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","4200"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-09","India","2019-07-09","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","4000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-09","India","2019-07-09","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","2988"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-09","India","2019-07-09","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","4500"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-09","India","2019-07-09","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","3000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-09","India","2019-07-09","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","1400"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-09","India","2019-07-09","For import","904219020","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","600"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-11","India","2019-07-12","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","5000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-20","India","2019-07-14","For import","904220090","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxin B1","Satisfactory","Human consumption","-","-","Southampton, P","1","1504"
"Vegetable products/Coffee, tea, mate and spices","2019-07-09","2019","Q3","7","9","2019-07-20","India","2019-07-14","For import","904220090","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Southampton, P","1","1504"
"Vegetable products/Coffee, tea, mate and spices","2019-07-10","2019","Q3","7","10","2019-07-16","China","2019-07-04","For import","9021000","Green tea (not fermented) in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Southampton, P","1","140"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-12","China","2019-07-18","For import","9022000","Other green tea (not fermented)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","480"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-12","India","2019-07-15","For import","904219080","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","London Gateway","1","600"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-12","India","2019-07-05","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","25000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-12","China","2019-07-11","For import","9024000","Other black tea (fermented) and other partly fermented tea","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Heathrow","1","72"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-18","India","2019-07-15","For import","904220090","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Southampton, P","1","5500"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-18","India","2019-07-15","For import","904220090","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Southampton, P","1","6000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-22","India","2019-07-15","For import","904219080","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Southampton, P","1","2500"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-22","India","2019-07-15","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Southampton, P","1","7000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-22","India","2019-07-15","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Southampton, P","1","7000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-22","India","2019-07-15","For import","904219080","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxin B1","Satisfactory","Human consumption","-","-","Southampton, P","1","200"
"Vegetable products/Coffee, tea, mate and spices","2019-07-11","2019","Q3","7","11","2019-07-22","India","2019-07-15","For import","904219080","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Southampton, P","1","200"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-12","China","2019-07-12","For import","9023000","Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Stansted","1","20"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-12","India","2019-07-12","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","11000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-13","India","2019-07-16","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","5000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-13","India","2019-07-16","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","2016"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-13","India","2019-07-16","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","1800"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-13","India","2019-07-09","For import","904219020","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","975"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-22","Ethiopia","2019-07-12","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxin B1","Satisfactory","Human consumption","-","-","Heathrow","1","1000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-22","Ethiopia","2019-07-12","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Heathrow","1","1000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-22","India","2019-07-12","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Felixstowe, P","1","5000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-25","India","2019-07-16","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Felixstowe, P","1","4200"
"Vegetable products/Coffee, tea, mate and spices","2019-07-12","2019","Q3","7","12","2019-07-29","China","2019-07-20","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Salmonella spp.","Satisfactory","Human consumption","-","-","Felixstowe, P","1","19000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-15","2019","Q3","7","15","2019-07-16","China","2019-07-16","For import","9022000","Other green tea (not fermented)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","340"
"Vegetable products/Coffee, tea, mate and spices","2019-07-16","2019","Q3","7","16","2019-07-22","India","2019-07-16","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","22500"
"Vegetable products/Coffee, tea, mate and spices","2019-07-16","2019","Q3","7","16","2019-07-22","India","2019-07-16","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","8850"
"Vegetable products/Coffee, tea, mate and spices","2019-07-16","2019","Q3","7","16","2019-07-25","India","2019-07-21","For import","904220090","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Liverpool","1","9000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-16","2019","Q3","7","16","2019-07-29","India","2019-07-16","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","Satisfactory","Satisfactory","yes","Aflatoxins","Satisfactory","Human consumption","-","-","Felixstowe, P","1","6000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-17","2019","Q3","7","17","2019-07-18","China","2019-07-18","For import","904220011","Peppers (sweet or other than sweet) (Capsicum spp.)","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","48"
"Vegetable products/Coffee, tea, mate and spices","2019-07-17","2019","Q3","7","17","2019-07-19","India","2019-07-05","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","22500"
"Vegetable products/Coffee, tea, mate and spices","2019-07-17","2019","Q3","7","17","2019-07-19","China","2019-07-20","For import","9023000","Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","36"
"Vegetable products/Coffee, tea, mate and spices","2019-07-17","2019","Q3","7","17","2019-07-19","China","2019-07-20","For import","9021000","Green tea (not fermented) in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","65"
"Vegetable products/Coffee, tea, mate and spices","2019-07-18","2019","Q3","7","18","2019-07-18","India","2019-07-17","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","17000"
"Vegetable products/Coffee, tea, mate and spices","2019-07-18","2019","Q3","7","18","2019-07-19","China","2019-07-24","For import","9021000","Green tea (not fermented) in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Liverpool","1","118"
"Vegetable products/Coffee, tea, mate and spices","2019-07-18","2019","Q3","7","18","2019-07-19","China","2019-07-24","For import","9023000","Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Liverpool","1","381"
"Vegetable products/Coffee, tea, mate and spices","2019-07-18","2019","Q3","7","18","2019-07-19","China","2019-07-24","For import","9021000","Green tea (not fermented) in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Liverpool","1","118"
"Vegetable products/Coffee, tea, mate and spices","2019-07-18","2019","Q3","7","18","2019-07-19","China","2019-07-24","For import","9023000","Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Liverpool","1","951"
"Vegetable products/Coffee, tea, mate and spices","2019-07-18","2019","Q3","7","18","2019-07-19","India","2019-07-22","For import","904220019","Other","Ambient","Human consumption","Satisfactory","-","-","/","/","no","-","-","Human consumption","-","-","Felixstowe, P","1","17000"
