CommoditiesGroup,Declaration,DeclarationYear,DeclarationQuarter,DeclarationMonth,DeclarationDay,CountryOfOrigin,ArrivalAtEntryPoint,Commodities,CommonNames,DocumentaryCheck,DocumentaryCheckResults,IdentityCheck,IdentityCheckResults,PhysicalCheck,PhysicalCheckResults,CommodityLaboratoryTest,CommodityLaboratoryTestResults,NetWeightKg,GrossWeightKg,NotAcceptable,NotAcceptableMeasureSelection,ReasonForRefusal,Decision,Year,Quarter,Month,Day
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-19,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,105000,109452,No,-,-,2020-06-22,2020,Q2,6,22
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-24,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,5000,5250,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-18,2020,Q2,6,18,Turkey,2020-06-26,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-25,2020,Q2,6,25
Edible fruits and nuts,2020-06-18,2020,Q2,6,18,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-18,2020,Q2,6,18,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-18,2020,Q2,6,18,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,-,2020-07-03,2020,Q3,7,3
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Malaysia,2020-06-19,810902020,Jackfruit (Artocarpus heterophyllus),Yes,Satisfactory,No,-,No,-,No,-,793,870,No,-,-,2020-06-19,2020,Q2,6,19
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Turkey,2020-06-24,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,7419,9881,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Uzbekistan,2020-06-21,8131000,Apricots,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,4375,4550,No,-,-,2020-07-08,2020,Q3,7,8
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Uzbekistan,2020-06-21,8131000,Apricots,Yes,Satisfactory,No,-,No,-,No,-,3750,3900,No,-,-,2020-06-22,2020,Q2,6,22
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Uzbekistan,2020-06-21,8131000,Apricots,Yes,Satisfactory,No,-,No,-,No,-,3000,3150,No,-,-,2020-06-22,2020,Q2,6,22
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,United States,2020-06-22,8025100,In shell,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,19958,20040,No,-,-,2020-07-03,2020,Q3,7,3
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Turkey,2020-06-19,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Turkey,2020-06-24,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Turkey,2020-06-24,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Turkey,2020-06-17,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,21175,No,-,-,2020-06-19,2020,Q2,6,19
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-19,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,4000,4200,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-19,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,10200,10608,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-19,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,1000,1050,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-19,2020,Q2,6,19,Malaysia,2020-06-20,810902020,Jackfruit (Artocarpus heterophyllus),Yes,Satisfactory,No,-,No,-,No,-,477,544,No,-,-,2020-06-20,2020,Q2,6,20
Edible fruits and nuts,2020-06-21,2020,Q2,6,21,Malaysia,2020-06-21,810902020,Jackfruit (Artocarpus heterophyllus),Yes,Satisfactory,No,-,No,-,No,-,380,694,No,-,-,2020-06-21,2020,Q2,6,21
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,South Africa,2020-06-23,806203090,Other,No,-,No,-,No,-,No,-,20000,21120,No,-,-,,2020,Q2,6,
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,China,2020-06-20,813409510,Goji berries (wolfberries) (Lycium barbarum L.),Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,7650,8610,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,China,2020-06-20,813409510,Goji berries (wolfberries) (Lycium barbarum L.),Yes,Satisfactory,No,-,No,-,No,-,5000,5500,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-24,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,16128,16800,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-24,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,16128,16800,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-24,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,17100,17955,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-24,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,17100,17955,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,Turkey,2020-06-24,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,16128,16800,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-24,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,17150,18375,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-24,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,19560,20375,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-24,8062030,Sultanas,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,17150,18375,No,-,-,2020-07-06,2020,Q3,7,6
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-22,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,1800,2038,No,-,-,2020-07-08,2020,Q3,7,8
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-22,8131000,Apricots,No,-,No,-,No,-,No,-,3600,4075,No,-,-,,2020,Q2,6,
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,United States,2020-07-13,8025100,In shell,Yes,Satisfactory,No,-,No,-,No,-,19958,20058,No,-,-,2020-07-14,2020,Q3,7,14
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,United States,2020-07-13,8025100,In shell,Yes,Satisfactory,No,-,No,-,No,-,19958,20058,No,-,-,2020-07-14,2020,Q3,7,14
Edible fruits and nuts,2020-06-22,2020,Q2,6,22,United States,2020-07-13,8025100,In shell,Yes,Satisfactory,No,-,No,-,No,-,19958,20058,No,-,-,2020-07-14,2020,Q3,7,14
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,South Africa,2020-06-23,806203090,Other,No,-,No,-,No,-,No,-,21000,22680,No,-,-,,2020,Q2,6,
Edible fruits and nuts,2020-06-25,2020,Q2,6,25,Turkey,2020-06-24,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,16830,17830,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,5850,6703,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062030,Sultanas,No,-,No,-,No,-,No,-,20000,20800,No,-,-,,2020,Q2,6,
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062030,Sultanas,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,20000,20800,No,-,-,2020-07-06,2020,Q3,7,6
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,18000,18720,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,China,2020-06-24,813409510,Goji berries (wolfberries) (Lycium barbarum L.),Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,3000,3150,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-14,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,-,2020-06-23,2020,Q2,6,23
Edible fruits and nuts,2020-06-30,2020,Q2,6,30,Turkey,2020-06-23,8042090,Dried,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,5084,6030,No,-,-,2020-07-06,2020,Q3,7,6
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,6265,7981,No,-,-,2020-06-25,2020,Q2,6,25
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-24,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21840,23400,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21840,23400,No,-,-,2020-07-09,2020,Q3,7,9
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20625,21450,No,-,-,2020-06-25,2020,Q2,6,25
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,16800,18984,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,126,155,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,2880,3078,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,4320,4654,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-24,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,4410,5432,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,19000,19760,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-26,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,2000,2080,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-07-02,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20625,21450,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-07-02,8022200,Shelled,Yes,Satisfactory,No,-,No,-,No,-,500,535,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,-,2020-07-07,2020,Q3,7,7
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-23,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21250,22500,No,-,-,2020-06-24,2020,Q2,6,24
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-24,8131000,Apricots,No,-,No,-,No,-,No,-,2000,2120,No,-,-,,2020,Q2,6,
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-24,8062010,Currants,Yes,Satisfactory,No,-,No,-,No,-,4320,4636,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,China,2020-06-24,813409510,Goji berries (wolfberries) (Lycium barbarum L.),Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,20520,22100,No,-,-,2020-07-02,2020,Q3,7,2
Edible fruits and nuts,2020-06-23,2020,Q2,6,23,Turkey,2020-06-29,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-25,2020,Q2,6,25,Turkey,2020-06-29,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-24,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20000,20848,No,-,-,2020-07-01,2020,Q3,7,1
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-24,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,21000,21616,No,-,-,2020-06-25,2020,Q2,6,25
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-24,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,21000,21700,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-06-25,2020,Q2,6,25
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,China,2020-06-18,813409510,Goji berries (wolfberries) (Lycium barbarum L.),Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,8000,8600,No,-,-,2020-07-03,2020,Q3,7,3
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,22186,No,-,-,2020-06-25,2020,Q2,6,25
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-24,2020,Q2,6,24,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-26,2020,Q2,6,26
Edible fruits and nuts,2020-06-25,2020,Q2,6,25,Turkey,2020-06-27,8131000,Apricots,No,-,No,-,No,-,No,-,8136,9492,No,-,-,,2020,Q2,6,
Edible fruits and nuts,2020-06-25,2020,Q2,6,25,Turkey,2020-06-30,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-25,2020,Q2,6,25,Turkey,2020-06-30,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-25,2020,Q2,6,25,Turkey,2020-07-01,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,5000,5200,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-25,2020,Q2,6,25,Turkey,2020-06-26,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,9000,9529,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-25,2020,Q2,6,25,Turkey,2020-06-26,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,2957,3160,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-25,2020,Q2,6,25,Turkey,2020-07-01,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,5000,5250,No,-,-,2020-07-01,2020,Q3,7,1
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-06-24,8042090,Dried,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21812,No,-,-,2020-07-03,2020,Q3,7,3
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-06-24,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,21000,21616,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-25,2020,Q2,6,25,China,2020-06-26,813409510,Goji berries (wolfberries) (Lycium barbarum L.),Yes,Satisfactory,No,-,No,-,No,-,13230,13965,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-01,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,-,2020-07-10,2020,Q3,7,10
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-01,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,3600,4131,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-06-25,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,100,104,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-06-25,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,200,208,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-06-25,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,500,540,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-06-26,8062010,Currants,Yes,Satisfactory,No,-,No,-,No,-,1088,1131,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-07,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-07-03,2020,Q3,7,3
Edible fruits and nuts,2020-06-29,2020,Q2,6,29,Turkey,2020-06-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,1875,1950,No,-,-,2020-06-29,2020,Q2,6,29
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-07,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,-,2020-07-27,2020,Q3,7,27
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-07,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-07-03,2020,Q3,7,3
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-07,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-07-03,2020,Q3,7,3
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-01,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-07,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,22000,23440,No,-,-,2020-07-03,2020,Q3,7,3
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-01,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-01,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,-,2020-07-09,2020,Q3,7,9
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Malaysia,2020-06-27,810902020,Jackfruit (Artocarpus heterophyllus),Yes,Satisfactory,No,-,No,-,No,-,392,680,No,-,-,2020-06-27,2020,Q2,6,27
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-01,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,22032,23409,No,-,-,2020-07-10,2020,Q3,7,10
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-01,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,6000,6375,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-26,2020,Q2,6,26,Turkey,2020-07-01,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,16032,17034,No,-,-,2020-06-30,2020,Q2,6,30
Edible fruits and nuts,2020-06-28,2020,Q2,6,28,Malaysia,2020-06-28,810902020,Jackfruit (Artocarpus heterophyllus),Yes,Satisfactory,No,-,No,-,No,-,489,840,No,-,-,2020-06-28,2020,Q2,6,28
Edible fruits and nuts,2020-06-29,2020,Q2,6,29,Turkey,2020-06-28,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-06-30,2020,Q2,6,30
