DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ControlDate,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_kg,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation,NotAcceptable2,ReasonForRefusal,DecsionControlDate,NumberOfConsignments
2017-09-01,2017,Q3,Sep,1,2017-09,,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,40,360,Human consumption,Not Satisfactory,no,2. Destruction,Not Satisfactory,Not Done,No,-,-,-,destruction,1. Absence/Invalid certificate (if applicable),,1
2017-09-01,2017,Q3,Sep,1,2017-09,,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,40,360,Human consumption,Not Satisfactory,no,2. Destruction,Not Satisfactory,Not Done,No,-,-,-,destruction,"6. Other, create RASFF notification",,1
2017-09-01,2017,Q3,Sep,1,2017-09,,IN,Heathrow,IN,India,GB,GB,14049000,Other,100,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-09-01,2017,Q3,Sep,1,2017-09,,JP,"Felixstowe, P",JP,Japan,GB,GB,10063092,Round grain,90,1527.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-09-01,2017,Q3,Sep,1,2017-09,,JP,"Felixstowe, P",JP,Japan,GB,GB,21031000,Soya sauce,90,1527.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-09-01,2017,Q3,Sep,1,2017-09,,JP,"Felixstowe, P",JP,Japan,GB,GB,21039090,Other,90,1527.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-09-01,2017,Q3,Sep,1,2017-09,,JP,"Felixstowe, P",JP,Japan,GB,GB,21041000,Soups and broths and preparations therefor,90,1527.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-09-01,2017,Q3,Sep,1,2017-09,,JP,"Felixstowe, P",JP,Japan,GB,GB,22029911,Soya-based beverages with a protein content of 2.8 % or more by weight,90,1527.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-09-01,2017,Q3,Sep,1,2017-09,,JP,"Felixstowe, P",JP,Japan,GB,GB,22090099,More than 2|litres,90,1527.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-09-01,2017,Q3,Sep,1,2017-09,,JP,"Felixstowe, P",JP,Japan,GB,GB,21039090,Other,3,12,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,,1
2017-09-01,2017,Q3,Sep,1,2017-09,,TR,"Felixstowe, P",TR,Turkey,GB,GB,20089949,Other,1071,1606.5,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,,1
