CommoditiesGroup,Declaration,DeclarationYear,DeclarationQuarter,DeclarationMonth,DeclarationDay,CountryOfOrigin,ArrivalAtEntryPoint,Commodities,CommonNames,DocumentaryCheck,DocumentaryCheckResults,IdentityCheck,IdentityCheckResults,PhysicalCheck,PhysicalCheckResults,CommodityLaboratoryTest,CommodityLaboratoryTestResults,NetWeightKg,GrossWeightKg,NotAcceptable,NotAcceptableMeasureSelection,ReasonForRefusal,Decision,Year,Quarter,Month,Day
Edible fruits and nuts,2020-09-14,2020,Q3,9,14,Turkey,2020-09-15,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-15,2020,Q3,9,38
Edible fruits and nuts,2020-09-18,2020,Q3,9,18,Turkey,2020-09-17,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21760,23120,No,-,-,2020-09-19,2020,Q3,9,38
Edible fruits and nuts,2020-09-18,2020,Q3,9,18,Turkey,2020-09-17,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-09-19,2020,Q3,9,38
Edible fruits and nuts,2020-09-18,2020,Q3,9,18,Turkey,2020-09-17,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-09-19,2020,Q3,9,38
Edible fruits and nuts,2020-09-14,2020,Q3,9,14,Turkey,2020-09-14,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,10000,10400,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-14,2020,Q3,9,14,Turkey,2020-09-14,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,10000,10400,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-14,2020,Q3,9,14,Turkey,2020-09-14,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,9792,11498,No,-,-,2020-09-21,2020,Q3,9,39
Edible fruits and nuts,2020-09-14,2020,Q3,9,14,Turkey,2020-09-14,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,5161,6303,No,-,Temporary increase of controls,2020-10-01,2020,Q4,10,40
Edible fruits and nuts,2020-09-14,2020,Q3,9,14,Turkey,2020-09-12,8131000,Apricots,No,-,No,-,No,-,No,-,9000,9900,No,-,-,,2020,Q3,9,
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-17,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-16,2020,Q3,9,38
Edible fruits and nuts,2020-09-14,2020,Q3,9,14,Turkey,2020-09-16,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,22260,25452,No,-,-,2020-09-16,2020,Q3,9,38
Edible fruits and nuts,2020-09-14,2020,Q3,9,14,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,16128,16800,No,-,-,2020-09-15,2020,Q3,9,38
Edible fruits and nuts,2020-09-14,2020,Q3,9,14,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,16128,16800,No,-,-,2020-09-15,2020,Q3,9,38
Edible fruits and nuts,2020-09-14,2020,Q3,9,14,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,16128,16800,No,-,-,2020-09-15,2020,Q3,9,38
Edible fruits and nuts,2020-09-15,2020,Q3,9,15,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,19560,20375,No,-,-,2020-09-16,2020,Q3,9,38
Edible fruits and nuts,2020-09-15,2020,Q3,9,15,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,17100,17955,No,-,-,2020-09-16,2020,Q3,9,38
Edible fruits and nuts,2020-09-15,2020,Q3,9,15,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,17100,17955,No,-,Temporary increase of controls,2020-10-07,2020,Q4,10,41
Edible fruits and nuts,2020-09-15,2020,Q3,9,15,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,17150,18375,No,-,-,2020-09-16,2020,Q3,9,38
Edible fruits and nuts,2020-09-15,2020,Q3,9,15,Turkey,2020-09-13,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,20000,20800,No,-,Temporary increase of controls,2020-09-25,2020,Q3,9,39
Edible fruits and nuts,2020-09-15,2020,Q3,9,15,Turkey,2020-09-11,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21760,23120,No,-,-,2020-09-16,2020,Q3,9,38
Edible fruits and nuts,2020-09-15,2020,Q3,9,15,Turkey,2020-09-15,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,23375,24750,No,-,-,2020-09-15,2020,Q3,9,38
Edible fruits and nuts,2020-09-15,2020,Q3,9,15,Turkey,2020-09-15,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,23375,24750,No,-,-,2020-09-15,2020,Q3,9,38
Edible fruits and nuts,2020-09-29,2020,Q3,9,29,Turkey,2020-09-26,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-29,2020,Q3,9,40
Edible fruits and nuts,2020-09-15,2020,Q3,9,15,Turkey,2020-09-17,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,21000,21616,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-15,2020,Q3,9,15,Turkey,2020-09-17,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,2000,2100,No,-,-,2020-09-21,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-18,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,8136,9492,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-18,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,24000,25100,No,-,-,2020-09-17,2020,Q3,9,38
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-18,8042090,Dried,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,24000,25100,No,-,Temporary increase of controls,2020-10-09,2020,Q4,10,41
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-20,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-21,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-18,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,7200,8136,No,-,-,2020-09-16,2020,Q3,9,38
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-20,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,22320,No,-,-,2020-09-21,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-20,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-20,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-18,2020,Q3,9,18,Turkey,2020-09-18,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,5600,6328,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-18,8062010,Currants,Yes,Satisfactory,No,-,No,-,No,-,3456,3709,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-18,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,673,824,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-19,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-19,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,Temporary increase of controls,2020-10-08,2020,Q4,10,41
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-19,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,Temporary increase of controls,2020-10-08,2020,Q4,10,41
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-19,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-19,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-19,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,22000,23540,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,17000,17680,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,4000,4160,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062030,Sultanas,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,Temporary increase of controls,2020-10-03,2020,Q4,10,40
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-16,2020,Q3,9,16,Turkey,2020-09-23,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-16,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,17547,22848,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-22,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21760,23120,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-22,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21760,23120,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-22,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,22032,23409,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-20,8022200,Shelled,Yes,Satisfactory,No,-,No,-,No,-,16000,16300,No,-,-,2020-09-21,2020,Q3,9,39
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-26,2020,Q3,9,26,United States,2020-10-08,8025100,In shell,Yes,Satisfactory,No,-,No,-,No,-,19958,20312,No,-,-,2020-10-11,2020,Q4,10,41
Edible fruits and nuts,2020-09-26,2020,Q3,9,26,United States,2020-10-08,8025100,In shell,Yes,Satisfactory,No,-,No,-,No,-,19958,20312,No,-,-,2020-10-11,2020,Q4,10,41
Edible fruits and nuts,2020-09-26,2020,Q3,9,26,United States,2020-10-08,8025100,In shell,Yes,Satisfactory,No,-,No,-,No,-,19958,20321,No,-,-,2020-10-11,2020,Q4,10,41
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-18,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-18,2020,Q3,9,18,Turkey,2020-09-17,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,16490,19267,No,-,Temporary increase of controls,2020-10-07,2020,Q4,10,41
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-20,8025200,Shelled,Yes,Satisfactory,No,-,No,-,No,-,8000,8577,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-18,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-17,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,6960,7575,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-18,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-18,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-18,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,1000,1050,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-18,8042090,Dried,Yes,Satisfactory,No,-,No,-,No,-,21000,21812,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-18,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,15000,15600,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,18475,19214,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-17,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-18,2020,Q3,9,38
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-22,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-17,2020,Q3,9,17,Turkey,2020-09-22,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-18,2020,Q3,9,18,Turkey,2020-09-19,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,84000,87360,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-23,2020,Q3,9,23,Turkey,2020-09-23,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-24,2020,Q3,9,39
Edible fruits and nuts,2020-09-19,2020,Q3,9,19,Iran (Islamic Republic Of),2020-09-19,8025100,In shell,Yes,Not satisfactory,Yes,Not satisfactory,No,-,No,-,120,120,Yes,Destruction,-,2020-09-20,2020,Q3,9,38
Edible fruits and nuts,2020-09-19,2020,Q3,9,19,Malaysia,2020-09-20,810902020,Jackfruit (Artocarpus heterophyllus),Yes,Satisfactory,No,-,No,-,No,-,330,620,No,-,-,2020-09-20,2020,Q3,9,38
Edible fruits and nuts,2020-09-20,2020,Q3,9,20,Turkey,2020-09-03,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,9723,11703,No,-,Temporary increase of controls,2020-09-20,2020,Q3,9,38
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-25,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-25,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,Temporary increase of controls,2020-10-14,2020,Q4,10,42
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-25,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-21,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,3266,4236,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-24,2020,Q3,9,39
Edible fruits and nuts,2020-09-25,2020,Q3,9,25,Turkey,2020-09-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-25,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-24,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-21,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,42000,43680,No,-,-,2020-10-05,2020,Q4,10,41
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-24,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-24,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-24,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-24,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-24,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-21,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,20000,20848,No,-,-,2020-10-05,2020,Q4,10,41
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-21,8022200,Shelled,Yes,Satisfactory,No,-,No,-,No,-,11000,11440,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-21,8022200,Shelled,Yes,Satisfactory,No,-,No,-,No,-,2000,2080,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-23,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,3000,3120,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-22,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-22,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21840,No,-,Temporary increase of controls,2020-10-03,2020,Q4,10,40
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-30,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21840,No,-,-,2020-09-29,2020,Q3,9,40
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-25,8022200,Shelled,Yes,Satisfactory,No,-,No,-,No,-,5000,5280,No,-,-,2020-09-25,2020,Q3,9,39
Edible fruits and nuts,2020-09-21,2020,Q3,9,21,Turkey,2020-09-25,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20625,21450,No,-,-,2020-09-25,2020,Q3,9,39
Edible fruits and nuts,2020-09-28,2020,Q3,9,28,Turkey,2020-09-27,8022200,Shelled,Yes,Satisfactory,No,-,No,-,No,-,25000,25860,No,-,-,2020-09-28,2020,Q3,9,40
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-24,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,23375,24750,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-22,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,22280,No,-,-,2020-09-22,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-23,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,14000,14560,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-23,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,2000,2080,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-23,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,4000,4160,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-30,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-09-28,2020,Q3,9,40
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-30,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-09-28,2020,Q3,9,40
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-16,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-09-28,2020,Q3,9,40
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-30,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20375,21190,No,-,-,2020-09-27,2020,Q3,9,39
Edible fruits and nuts,2020-09-24,2020,Q3,9,24,Turkey,2020-09-25,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21500,22360,No,-,-,2020-09-25,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-22,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,21130,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-25,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-25,806203090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,20000,20800,No,-,Temporary increase of controls,2020-10-15,2020,Q4,10,42
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-25,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-25,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,4415,5455,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-25,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-23,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-28,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-09-28,2020,Q3,9,40
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-28,8062090,Other,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,Yes,Satisfactory,21000,21890,No,-,Temporary increase of controls,2020-10-29,2020,Q4,10,44
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-28,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,21000,21890,No,-,-,2020-09-25,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-28,8062090,Other,Yes,Satisfactory,No,-,No,-,No,-,2880,3000,No,-,-,2020-09-25,2020,Q3,9,39
Edible fruits and nuts,2020-09-23,2020,Q3,9,23,Turkey,2020-09-25,806203090,Other,Yes,Satisfactory,No,-,No,-,No,-,20000,20800,No,-,-,2020-09-24,2020,Q3,9,39
Edible fruits and nuts,2020-09-22,2020,Q3,9,22,Turkey,2020-09-28,8062030,Sultanas,Yes,Satisfactory,No,-,No,-,No,-,16560,17250,No,-,-,2020-09-25,2020,Q3,9,39
