DeclarationDate,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DecisionControlDate(Month),ConsignorCountryCode,DPEName,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,Descriptionofcommodity,Totalnumberofpackages,TotalNetWeight(kg),Commodityintendedfor,DocumentaryCheck,Acceptablefortransfer,NotAcceptable1,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor:,Results:,Acceptableforreleaseforfreecirculation,NotAcceptable2,ReasonforRefusal,NoOfConsignments
2018-12-17,2018,Q4,Dec,17,2018-12,CN,"Felixstowe, P",GB,China,GB,GB,9022000,Other green tea (not fermented),773,17861,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-18,2018,Q4,Dec,18,2018-12,CN,"Felixstowe, P",GB,China,GB,GB,9022000,Other green tea (not fermented),515,3380,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-19,2018,Q4,Dec,19,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904219080,Other,50,200,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-19,2018,Q4,Dec,19,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904219080,Other,100,360,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-19,2018,Q4,Dec,19,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904219080,Other,50,200,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),640,16000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),40,1000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),267,4005,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,CN,"Felixstowe, P",GB,China,GB,GB,9022000,Other green tea (not fermented),400,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),3000,4500,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),1000,2500,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),694,3123,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),250,3000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),1200,2400,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),500,2000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),350,2100,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),450,6750,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),1800,3600,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),499,1996,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),300,1800,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220019,Other,17,200,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220019,Other,88,871,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,CN,"Felixstowe, P",GB,China,GB,GB,9022000,Other green tea (not fermented),5,90,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-20,2018,Q4,Dec,20,2018-12,CN,"Felixstowe, P",GB,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,3,58,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-21,2018,Q4,Dec,21,2018-12,ID,"Felixstowe, P",GB,Indonesia,GB,GB,9081200,Crushed or ground,240,6000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-21,2018,Q4,Dec,21,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),720,18000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-23,2018,Q4,Dec,23,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904219080,Other,108,540,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-23,2018,Q4,Dec,23,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904219080,Other,74,370,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-23,2018,Q4,Dec,23,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904219080,Other,37,185,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-23,2018,Q4,Dec,23,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904219080,Other,103,515,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-24,2018,Q4,Dec,24,2018-12,CN,"Felixstowe, P",GB,China,GB,GB,9022000,Other green tea (not fermented),152,768,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-27,2018,Q4,Dec,27,2018-12,CN,"Southampton, P",GB,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,400,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-27,2018,Q4,Dec,27,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),3500,7000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-27,2018,Q4,Dec,27,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),2500,10000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-27,2018,Q4,Dec,27,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),500,3000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-27,2018,Q4,Dec,27,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904220019,Other,700,14000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-27,2018,Q4,Dec,27,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,904219080,Other,25,500,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-27,2018,Q4,Dec,27,2018-12,IN,"Felixstowe, P",GB,India,GB,GB,9041200,Crushed or ground,10,250,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-28,2018,Q4,Dec,28,2018-12,HK,"Felixstowe, P",GB,China,GB,GB,9022000,Other green tea (not fermented),10,124,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-28,2018,Q4,Dec,28,2018-12,US,Liverpool,NL,China,NL,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,5404,1198,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-28,2018,Q4,Dec,28,2018-12,US,Liverpool,NL,China,NL,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",4900,1665,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-31,2018,Q4,Dec,31,2018-12,CN,Port of Tyne (CED),GB,China,GB,GB,9022000,Other green tea (not fermented),350,16350,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-31,2018,Q4,Dec,31,2018-12,CN,Port of Tyne (CED),GB,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,48,1536,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-05,2018,Q4,Nov,5,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-11-06,2018,Q4,Nov,6,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8042090,Dried,2880,5760,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-11-12,2018,Q4,Nov,12,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-11-19,2018,Q4,Nov,19,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-11-19,2018,Q4,Nov,19,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1680,20000,Human consumption,Satisfactory,-,-,Satisfactory,Not satisfactory,yes,Ochratoxin A,Not satisfactory,-,Re-dispatching,Chemical contamination,1
2018-11-21,2018,Q4,Nov,21,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1650,20625,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-23,2018,Q4,Nov,23,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,810907530,Pomegranates,1770,15200,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,.RESIDUES OF PESTICIDES,Satisfactory,Human consumption,-,-,1
2018-11-26,2018,Q4,Nov,26,2018-12,TR,Belfast City Council (CED),GB,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-26,2018,Q4,Nov,26,2018-12,TR,Belfast City Council (CED),GB,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-26,2018,Q4,Nov,26,2018-12,TR,Belfast City Council (CED),GB,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-26,2018,Q4,Nov,26,2018-12,TR,Belfast City Council (CED),GB,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-26,2018,Q4,Nov,26,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8131000,Apricots,1056,1056,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphites,Satisfactory,Human consumption,-,-,1
2018-11-26,2018,Q4,Nov,26,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-11-26,2018,Q4,Nov,26,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,3078,21546,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphites,Satisfactory,Human consumption,-,-,1
2018-11-26,2018,Q4,Nov,26,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8042090,Dried,1280,2560,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-11-26,2018,Q4,Nov,26,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8042090,Dried,396,495,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-26,2018,Q4,Nov,26,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8131000,Apricots,6080,12160,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphites,Satisfactory,Human consumption,-,-,1
2018-11-27,2018,Q4,Nov,27,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8131000,Apricots,1630,19560,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-27,2018,Q4,Nov,27,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,2880,8640,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-27,2018,Q4,Nov,27,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062010,Currants,2430,14580,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-11-27,2018,Q4,Nov,27,2018-12,TR,River Tees Port Health Authority (Teesport) (CED),GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-11-28,2018,Q4,Nov,28,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,50,500,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-28,2018,Q4,Nov,28,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-28,2018,Q4,Nov,28,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-28,2018,Q4,Nov,28,2018-12,TR,Liverpool,IE,Turkey,IE,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-28,2018,Q4,Nov,28,2018-12,TR,Liverpool,IE,Turkey,IE,GB,8062030,Sultanas,5040,63000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-29,2018,Q4,Nov,29,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-29,2018,Q4,Nov,29,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-29,2018,Q4,Nov,29,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-29,2018,Q4,Nov,29,2018-12,TR,Belfast City Council (CED),GB,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-29,2018,Q4,Nov,29,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,2375,20188,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-11-29,2018,Q4,Nov,29,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,1600,20000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphites,Satisfactory,Human consumption,-,-,1
2018-11-30,2018,Q4,Nov,30,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-30,2018,Q4,Nov,30,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-30,2018,Q4,Nov,30,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-30,2018,Q4,Nov,30,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-30,2018,Q4,Nov,30,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-30,2018,Q4,Nov,30,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,3120,21840,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-30,2018,Q4,Nov,30,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-30,2018,Q4,Nov,30,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-30,2018,Q4,Nov,30,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,810907530,Pomegranates,4160,18200,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-11-30,2018,Q4,Nov,30,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1760,22000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,CN,"Felixstowe, P",GB,China,GB,GB,813409510,Goji berries (wolfberries) (Lycium barbarum L.),1460,13140,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,810907530,Pomegranates,4160,18400,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,140,659,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062010,Currants,480,1632,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,3904,16640,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,3360,42000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,810907530,Pomegranates,4160,19200,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,2240,11200,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,CN,Belfast City Council (CED),GB,China,GB,GB,813409510,Goji berries (wolfberries) (Lycium barbarum L.),400,8000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,.RESIDUES OF PESTICIDES,Satisfactory,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,6701,18380,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-12-03,2018,Q4,Dec,3,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,6416,18644,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,"Southampton, P",GB,Turkey,GB,GB,8042090,Dried,1553,4659,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,"Southampton, P",GB,Turkey,GB,GB,8131000,Apricots,1447,4341,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8042090,Dried,200,2000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,240,3000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,80,1000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,80,1000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,160,2000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,240,3000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062090,Other,3120,21840,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8131000,Apricots,1680,20400,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,Liverpool,GB,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062090,Other,3120,21840,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8022200,Shelled,12,12000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,4368,21840,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,"Southampton, P",GB,Turkey,GB,GB,8022200,Shelled,1000,25000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,"Felixstowe, P",GB,Turkey,GB,GB,8062030,Sultanas,3360,42000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8042090,Dried,200,2000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-12-04,2018,Q4,Dec,4,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,1
2018-12-05,2018,Q4,Dec,5,2018-12,US,Belfast City Council (CED),GB,United States,GB,GB,8025100,In shell,1000,26860,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-12-05,2018,Q4,Dec,5,2018-12,TR,London Gateway,GB,Turkey,GB,GB,8062030,Sultanas,5040,63000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
