DeclarationDate,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DecisionControlDate(Month),ConsignorCountryCode,DPEName,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,Descriptionofcommodity,Totalnumberofpackages,TotalNetWeight(kg),Commodityintendedfor,DocumentaryCheck,Acceptablefortransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor:,Results:,Acceptableforreleaseforfree circulation ,NotAcceptable2,ReasonforRefusal,NoOfConsignments
2018-05-09,2018,Q2,May,9,2018-05,JP,"Southampton, P",GB,Japan,GB,GB,12081000,Of soya beans,3,25,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-09,2018,Q2,May,9,2018-05,BR,London Gateway,GB,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-05-09,2018,Q2,May,9,2018-05,AR,"Tilbury, P",GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,21380,Feedingstuff,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin B1,Satisfactory,Feedingstuff,-,-,1
2018-05-09,2018,Q2,May,9,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",640,16000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-05-10,2018,Q2,May,10,2018-05,BR,London Gateway,GB,Brazil,GB,GB,12024200,"Shelled, whether or not broken",1000,25017,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-10,2018,Q2,May,10,2018-05,BR,London Gateway,GB,Brazil,GB,GB,12024200,"Shelled, whether or not broken",1000,25022,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-10,2018,Q2,May,10,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25080,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-10,2018,Q2,May,10,2018-05,BR,London Gateway,GB,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-10,2018,Q2,May,10,2018-05,BR,London Gateway,GB,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-10,2018,Q2,May,10,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25020,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-10,2018,Q2,May,10,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25020,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-10,2018,Q2,May,10,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-10,2018,Q2,May,10,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12074090,Other,150,3000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-10,2018,Q2,May,10,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12074090,Other,300,6000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-11,2018,Q2,May,11,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-11,2018,Q2,May,11,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25020,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-11,2018,Q2,May,11,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24980,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-11,2018,Q2,May,11,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-11,2018,Q2,May,11,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-11,2018,Q2,May,11,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",720,18000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-14,2018,Q2,May,14,2018-05,BR,"Felixstowe, P",GB,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-14,2018,Q2,May,14,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-14,2018,Q2,May,14,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25100,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-14,2018,Q2,May,14,2018-05,CN,London Gateway,GB,China,GB,GB,12024200,"Shelled, whether or not broken",20,18500,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-05-14,2018,Q2,May,14,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",1040,26000,Feedingstuff,Satisfactory,-,-,Satisfactory,Not satisfactory,yes,Aflatoxin B1,Not satisfactory,-,Transformation,Chemical contamination,1
2018-05-14,2018,Q2,May,14,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",1040,26000,Feedingstuff,Satisfactory,-,-,Satisfactory,Not satisfactory,yes,Aflatoxin B2,Satisfactory,-,Transformation,Chemical contamination,1
2018-05-14,2018,Q2,May,14,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",1040,26000,Feedingstuff,Satisfactory,-,-,Satisfactory,Not satisfactory,yes,Aflatoxin G1,Satisfactory,-,Transformation,Chemical contamination,1
2018-05-14,2018,Q2,May,14,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",1040,26000,Feedingstuff,Satisfactory,-,-,Satisfactory,Not satisfactory,yes,Aflatoxin G2,Satisfactory,-,Transformation,Chemical contamination,1
2018-05-15,2018,Q2,May,15,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25180,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25160,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,BR,London Gateway,GB,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22080,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22120,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22040,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",22,22040,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024100,In shell,1440,18000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",840,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25130,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24890,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,CN,Belfast City Council (CED),GB,China,GB,GB,12024100,In shell,800,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",840,21000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024100,In shell,1750,17500,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-05-15,2018,Q2,May,15,2018-05,BR,London Gateway,GB,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,.MYCOTOXINS,Satisfactory,Human consumption,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",840,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",840,21000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,CN,"Felixstowe, P",NL,China,NL,NL,12024100,In shell,600,18000,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25080,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,-,-,/,/,no,-,-,Feedingstuff,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25100,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,IN,"Felixstowe, P",GB,India,GB,GB,12074090,Other,34,25500,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Salmonella spp.,Satisfactory,Human consumption,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,CN,"Felixstowe, P",GB,China,GB,GB,12024100,In shell,1640,18598,Feedingstuff,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxin B1,Satisfactory,Feedingstuff,-,-,1
2018-05-16,2018,Q2,May,16,2018-05,AR,London Gateway,GB,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25120,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,1
