DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-11-09,2017,Q4,Nov,9,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-09,2017,Q4,Nov,9,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-09,2017,Q4,Nov,9,2017-11,US,Liverpool,US,China,NL,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,1740,205.04,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-09,2017,Q4,Nov,9,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,850,2550,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-09,2017,Q4,Nov,9,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,80620,Dried,150,1500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-09,2017,Q4,Nov,9,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,50,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-09,2017,Q4,Nov,9,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,730,2650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-09,2017,Q4,Nov,9,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,530,1650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-09,2017,Q4,Nov,9,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,500,750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,709999020,Okra,340,1265,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081913,Roasted almonds and pistachios,1000,10000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,BR,London Gateway,BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,BR,London Gateway,BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,BR,London Gateway,BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,BR,London Gateway,BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,8000,100000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,8000,100000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,8000,100000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,8000,100000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,8000,100000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,CN,"Felixstowe, P",CN,China,GB,GB,19023010,Dried,120,2160,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,CN,"Felixstowe, P",CN,China,GB,GB,19023010,Dried,120,2160,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,CN,"Felixstowe, P",CN,China,GB,GB,19023010,Dried,160,2880,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,CN,"Felixstowe, P",CN,China,GB,GB,19023010,Dried,280,5040,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,CN,"Felixstowe, P",CN,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,750,3588,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,896,9633.79,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,3,2400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,5,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,10,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,JP,"Southampton, P",JP,Japan,GB,GB,21039090,Other,210,4200,Human consumption,Satisfactory,yes,-,Satisfactory,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,JP,"Southampton, P",JP,Japan,GB,GB,20049098,Other,85,211.68,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,JP,"Southampton, P",JP,Japan,GB,GB,20049098,Other,3,27,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,JP,"Felixstowe, P",JP,Japan,GB,GB,19059090,Other,150,300.28,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8131000,Apricots,120,1440,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,1332,4916,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2400,16800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8042090,Dried,1400,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,1050,10500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1957,13699,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8131000,Apricots,2810,8430,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,2650,18550,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1635,16350,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",20,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",800,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,700,1050,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,20081110,Peanut butter,3800,22800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,12,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,6,6000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,200710,Homogenised preparations,392,2257.92,Human consumption,Not Satisfactory,no,1. Re-dispatching,Not Done,Not Done,No,-,-,-,redispatch,1. Absence/Invalid certificate (if applicable),1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,200710,Homogenised preparations,392,2257.92,Human consumption,Not Satisfactory,no,1. Re-dispatching,Not Done,Not Done,No,-,-,-,redispatch,"6. Other, create RASFF notification",1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,200710,Homogenised preparations,312,1797.12,Human consumption,Not Satisfactory,no,1. Re-dispatching,Not Done,Not Done,No,-,-,-,redispatch,1. Absence/Invalid certificate (if applicable),1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,200710,Homogenised preparations,312,1797.12,Human consumption,Not Satisfactory,no,1. Re-dispatching,Not Done,Not Done,No,-,-,-,redispatch,"6. Other, create RASFF notification",1
2017-11-10,2017,Q4,Nov,10,2017-11,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,22,19958,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,21,19051,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,22,19958,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,22,19958,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,2,7.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,JP,Heathrow,JP,Japan,GB,GB,709999090,Other,2,7.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,110,550,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,2300,23000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-10,2017,Q4,Nov,10,2017-11,CN,"Felixstowe, P",CN,China,GB,GB,9022000,Other green tea (not fermented),500,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-11,2017,Q4,Nov,11,2017-11,TR,Gatwick,TR,Turkey,GB,GB,709609920,Peppers (other than sweet) (Capsicum spp.),30,150,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-11,2017,Q4,Nov,11,2017-11,TH,Heathrow,TH,Thailand,GB,GB,7093000,Aubergines (eggplants),2,4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-11,2017,Q4,Nov,11,2017-11,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),270,1620,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-11,2017,Q4,Nov,11,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,190,1883.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-11,2017,Q4,Nov,11,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,30,300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-11,2017,Q4,Nov,11,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,350,1400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-11,2017,Q4,Nov,11,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,214,856,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-11,2017,Q4,Nov,11,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,730,2650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-11,2017,Q4,Nov,11,2017-11,CN,Heathrow,CN,China,GB,GB,704909040,Brassica oleracea (Chinese Broccoli),133,778.05,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,TR,Gatwick,TR,Turkey,GB,GB,709609920,Peppers (other than sweet) (Capsicum spp.),200,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,1614,2421,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,DO,Gatwick,DO,Dominican Republic,GB,GB,708200010,"Yard long beans (Vigna unguiculata spp. sesquipedalis, vigna unguiculata spp. unguiculata)",63,315,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,4,160,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,935,1402.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100090,Other,905,1629,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,335,1675,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100090,Other,700,1050,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,1175,4445,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,22,165,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,144,1440,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,770,2550,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,900,1350,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,955,1432.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,419,691.35,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,268,1340,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,304,912,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,300,450,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,360,540,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,800,1200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,300,450,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,550,1650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,550,825,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,200,300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,224,998,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,73,365,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,346,1038,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,550,1850,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,760,1140,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-12,2017,Q4,Nov,12,2017-11,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),174,1006,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
