DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062090,Other,4800,60000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,4680,14976,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,2008999960,Figs,8325,10198,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062010,Currants,3800,15200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1828,9140,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,4080,24680,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,4592,22960,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1440,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,CN,"Felixstowe, P",CN,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,3,50,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,CN,Stansted,CN,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,1,10,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,DO,Gatwick,DO,Dominican Republic,GB,GB,708200010,"Yard long beans (Vigna unguiculata spp. sesquipedalis, vigna unguiculata spp. unguiculata)",73,365,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),290,1740,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,Belfast City Council (CED),TR,Turkey,GB,GB,80620,Dried,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,160,4000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,80,560,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,188,1880,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,Heathrow,IN,India,GB,GB,9041200,Crushed or ground,49,595,Human consumption,Satisfactory,no,2. Destruction,Not Satisfactory,Not Done,No,-,-,-,destruction,2. ID: Mis-match with documents,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,Heathrow,IN,India,GB,GB,9042110,Sweet peppers (Capsicum annuum),49,595,Human consumption,Satisfactory,no,2. Destruction,Not Satisfactory,Not Done,No,-,-,-,destruction,2. ID: Mis-match with documents,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,270,6750,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Pentachlorophenol (PCP),satisfactory,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,270,6750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,260,6500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,270,6750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,270,6750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,260,6500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,412,3972,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,75,450,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,2835,19845,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2796,21110,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8042090,Dried,3508,10524,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,80620,Dried,4508,13524,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1635,16350,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,22,22000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),20,120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,22,19958,Human consumption,Satisfactory,no,1. Re-dispatching,Satisfactory,Satisfactory,Yes,Aflatoxins,notsatisfactory,-,redispatch,"6. Other, create RASFF notification",1
2017-11-06,2017,Q4,Nov,6,2017-11,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,22,19958,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,22,19958,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,760,19000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8042090,Dried,250,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8042090,Dried,800,9600,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8042090,Dried,50,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8042090,Dried,300,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,640,8000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,1000,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,340,1020,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,730,2650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,8,0.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,560,7000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,160,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),113,622,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Feedingstuff,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B2,satisfactory,Feedingstuff,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G1,satisfactory,Feedingstuff,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin G2,satisfactory,Feedingstuff,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-06,2017,Q4,Nov,6,2017-11,JP,"Southampton, P",JP,Japan,GB,GB,10063092,Round grain,2405,15165,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,Stansted,TR,Turkey,GB,GB,709609920,Peppers (other than sweet) (Capsicum spp.),250,920,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,750,2750,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25320,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25260,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25040,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,20960,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100090,Other,741,1111.5,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Methamidophos,satisfactory,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2200,22000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,IN,"Felixstowe, P",IN,India,GB,GB,709999020,Okra,700,2520,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,KE,Doncaster Sheffield Airport (CED),KE,Kenya,GB,GB,708100040,Unshelled,1,45,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,CN,East Midlands,CN,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,1,0.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,240,3000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,400,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,20081919,Other,960,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,200,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,CN,"Felixstowe, P",CN,China,NL,GB,19023090,Other,9000,16200,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,CN,"Felixstowe, P",CN,China,NL,GB,19023090,Other,9000,16200,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,GM rice,satisfactory,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,CN,Heathrow,CN,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,6,85,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,CN,Heathrow,CN,China,GB,GB,9022000,Other green tea (not fermented),1,10,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,CN,East Midlands,CN,China,GB,GB,9022000,Other green tea (not fermented),1,0.6,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,CN,East Midlands,CN,China,GB,GB,9022000,Other green tea (not fermented),1,0.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,CN,East Midlands,CN,China,GB,GB,9022000,Other green tea (not fermented),1,0.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25220,Feedingstuff,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxin B1,satisfactory,Feedingstuff,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25100,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24980,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,24920,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,870,3526,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,IN,Heathrow,IN,India,GB,GB,709999020,Okra,1310,4540,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,1400,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,CN,Heathrow,CN,China,GB,GB,704909040,Brassica oleracea (Chinese Broccoli),185,1082.25,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2000,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,104,473,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,960,24000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,AR,London Gateway,AR,Argentina,GB,GB,20081191,In immediate packings of a net content exceeding 1|kg,960,24000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,400,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1280,16000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-11-07,2017,Q4,Nov,7,2017-11,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
