Commoditygroups,DeclarationDate,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DecisionControlDateMonth,CountryofOrigin,ArrivalatDPE,Forimport,CommodityCode,Descriptionofcommodity,Producttemperature,Commodityintendedfor,Documentarycheck,AcceptableforTransfer,NotAcceptable,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,Acceptableforreleaseforfreecirculation,NotAcceptable2,ReasonforRefusal,DPEName,NoOfConsignments,NetWeightKg
"Vegetable products/Coffee, tea, mate and spices",2020-01-14,2020,Q1,1,14,2020-01-15,India,2020-01-07,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,400
"Vegetable products/Coffee, tea, mate and spices",2020-01-14,2020,Q1,1,14,2020-01-16,India,2020-01-17,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2000
"Vegetable products/Coffee, tea, mate and spices",2020-01-14,2020,Q1,1,14,2020-01-16,China,2020-01-14,For import,9022000,Other green tea (not fermented),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,16800
"Vegetable products/Coffee, tea, mate and spices",2020-01-14,2020,Q1,1,14,2020-01-20,China,2020-01-17,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,11200
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-16,China,2020-01-10,For import,9024000,Other black tea (fermented) and other partly fermented tea,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,24
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-16,India,2020-01-07,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,6245
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-16,India,2020-01-07,For import,904219020,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2250
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-16,India,2020-01-07,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1000
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-17,India,2020-01-18,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,5600
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-17,India,2020-01-18,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,8000
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-17,India,2020-01-18,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,6000
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-17,India,2020-01-18,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1200
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-17,China,2020-01-16,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2077
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-30,India,2020-01-07,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,3044
"Vegetable products/Coffee, tea, mate and spices",2020-01-15,2020,Q1,1,15,2020-01-31,China,2020-01-21,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Salmonella spp.,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,20000
"Vegetable products/Coffee, tea, mate and spices",2020-01-16,2020,Q1,1,16,2020-01-16,China,2020-01-15,For import,9022000,Other green tea (not fermented),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Stansted,1,15
"Vegetable products/Coffee, tea, mate and spices",2020-01-16,2020,Q1,1,16,2020-01-17,India,2020-01-18,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,6490
"Vegetable products/Coffee, tea, mate and spices",2020-01-16,2020,Q1,1,16,2020-01-20,China,2020-01-16,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,35
"Vegetable products/Coffee, tea, mate and spices",2020-01-16,2020,Q1,1,16,2020-01-20,India,2020-01-18,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2400
"Vegetable products/Coffee, tea, mate and spices",2020-01-16,2020,Q1,1,16,2020-01-27,China,2020-01-16,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Salmonella spp.,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,20000
"Vegetable products/Coffee, tea, mate and spices",2020-01-16,2020,Q1,1,16,2020-01-30,India,2020-01-18,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,6000
"Vegetable products/Coffee, tea, mate and spices",2020-01-17,2020,Q1,1,17,2020-01-17,India,2020-01-18,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,7968
"Vegetable products/Coffee, tea, mate and spices",2020-01-17,2020,Q1,1,17,2020-01-17,China,2020-01-16,For import,9024000,Other black tea (fermented) and other partly fermented tea,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,79
"Vegetable products/Coffee, tea, mate and spices",2020-01-17,2020,Q1,1,17,2020-01-20,China,2020-01-19,For import,9022000,Other green tea (not fermented),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Port of Tyne (CED),1,9470
"Vegetable products/Coffee, tea, mate and spices",2020-01-17,2020,Q1,1,17,2020-01-23,China,2020-01-22,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,100
"Vegetable products/Coffee, tea, mate and spices",2020-01-20,2020,Q1,1,20,2020-01-21,India,2020-01-15,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,17
"Vegetable products/Coffee, tea, mate and spices",2020-01-20,2020,Q1,1,20,2020-01-21,Indonesia,2020-01-11,For import,9081200,Crushed or ground,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,7500
"Vegetable products/Coffee, tea, mate and spices",2020-01-20,2020,Q1,1,20,2020-01-22,China,2020-01-22,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,184
"Vegetable products/Coffee, tea, mate and spices",2020-01-20,2020,Q1,1,20,2020-01-22,China,2020-01-19,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,134
"Vegetable products/Coffee, tea, mate and spices",2020-01-20,2020,Q1,1,20,2020-01-23,India,2020-01-22,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,900
"Vegetable products/Coffee, tea, mate and spices",2020-01-20,2020,Q1,1,20,2020-01-23,India,2020-01-22,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1500
"Vegetable products/Coffee, tea, mate and spices",2020-01-20,2020,Q1,1,20,2020-01-23,India,2020-01-22,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1500
"Vegetable products/Coffee, tea, mate and spices",2020-01-20,2020,Q1,1,20,2020-01-23,India,2020-01-22,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,4500
"Vegetable products/Coffee, tea, mate and spices",2020-01-21,2020,Q1,1,21,2020-01-21,India,2020-01-11,For import,9042110,Sweet peppers (Capsicum annuum),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,4500
"Vegetable products/Coffee, tea, mate and spices",2020-01-21,2020,Q1,1,21,2020-01-22,India,2020-01-17,For import,904219080,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,563
"Vegetable products/Coffee, tea, mate and spices",2020-01-21,2020,Q1,1,21,2020-01-22,India,2020-01-17,For import,904219080,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,520
"Vegetable products/Coffee, tea, mate and spices",2020-01-21,2020,Q1,1,21,2020-01-22,India,2020-01-17,For import,904219080,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,250
"Vegetable products/Coffee, tea, mate and spices",2020-01-21,2020,Q1,1,21,2020-01-22,India,2020-01-17,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1202
"Vegetable products/Coffee, tea, mate and spices",2020-01-21,2020,Q1,1,21,2020-01-22,India,2020-01-21,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,12500
"Vegetable products/Coffee, tea, mate and spices",2020-01-21,2020,Q1,1,21,2020-01-30,India,2020-01-17,For import,904219080,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,527
"Vegetable products/Coffee, tea, mate and spices",2020-01-22,2020,Q1,1,22,2020-01-22,China,2020-01-22,For import,9024000,Other black tea (fermented) and other partly fermented tea,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,130
"Vegetable products/Coffee, tea, mate and spices",2020-01-22,2020,Q1,1,22,2020-01-23,China,2020-01-26,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,269
"Vegetable products/Coffee, tea, mate and spices",2020-01-22,2020,Q1,1,22,2020-01-23,China,2020-01-25,For import,9024000,Other black tea (fermented) and other partly fermented tea,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,10
"Vegetable products/Coffee, tea, mate and spices",2020-01-22,2020,Q1,1,22,2020-01-23,China,2020-01-23,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,1103
"Vegetable products/Coffee, tea, mate and spices",2020-01-22,2020,Q1,1,22,2020-01-23,China,2020-01-23,For import,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,2279
"Vegetable products/Coffee, tea, mate and spices",2020-01-22,2020,Q1,1,22,2020-01-23,India,2020-01-21,For import,904220090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1600
"Vegetable products/Coffee, tea, mate and spices",2020-01-22,2020,Q1,1,22,2020-01-23,India,2020-01-21,For import,904220090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2000
"Vegetable products/Coffee, tea, mate and spices",2020-01-22,2020,Q1,1,22,2020-01-28,India,2020-01-29,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,6600
"Vegetable products/Coffee, tea, mate and spices",2020-01-22,2020,Q1,1,22,2020-01-28,India,2020-01-27,For import,904220090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,15000
"Vegetable products/Coffee, tea, mate and spices",2020-01-23,2020,Q1,1,23,2020-01-23,China,2020-01-23,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Stansted,1,22
"Vegetable products/Coffee, tea, mate and spices",2020-01-23,2020,Q1,1,23,2020-01-24,China,2020-01-26,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,2062
"Vegetable products/Coffee, tea, mate and spices",2020-01-23,2020,Q1,1,23,2020-01-25,China,2020-01-26,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,40
"Vegetable products/Coffee, tea, mate and spices",2020-01-23,2020,Q1,1,23,2020-01-29,China,2020-01-26,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,912
"Vegetable products/Coffee, tea, mate and spices",2020-01-23,2020,Q1,1,23,2020-01-30,China,2020-01-29,For import,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,156
"Vegetable products/Coffee, tea, mate and spices",2020-01-23,2020,Q1,1,23,2020-01-30,China,2020-01-29,For import,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,36
"Vegetable products/Coffee, tea, mate and spices",2020-01-24,2020,Q1,1,24,2020-01-28,India,2020-01-28,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,10000
"Vegetable products/Coffee, tea, mate and spices",2020-01-24,2020,Q1,1,24,2020-01-28,India,2020-01-28,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1000
"Vegetable products/Coffee, tea, mate and spices",2020-01-24,2020,Q1,1,24,2020-01-30,China,2020-01-29,For import,9022000,Other green tea (not fermented),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,215
"Vegetable products/Coffee, tea, mate and spices",2020-01-24,2020,Q1,1,24,2020-01-30,China,2020-01-29,For import,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,5
"Vegetable products/Coffee, tea, mate and spices",2020-01-27,2020,Q1,1,27,2020-01-27,China,2020-01-27,For import,9022000,Other green tea (not fermented),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Port of Tyne (CED),1,24200
"Vegetable products/Coffee, tea, mate and spices",2020-01-27,2020,Q1,1,27,2020-01-27,China,2020-01-27,For import,9022000,Other green tea (not fermented),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Port of Tyne (CED),1,24200
"Vegetable products/Coffee, tea, mate and spices",2020-01-27,2020,Q1,1,27,2020-01-28,India,2020-01-28,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2000
"Vegetable products/Coffee, tea, mate and spices",2020-01-27,2020,Q1,1,27,2020-01-28,India,2020-01-28,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,14400
"Vegetable products/Coffee, tea, mate and spices",2020-01-27,2020,Q1,1,27,2020-01-30,India,2020-01-30,For import,904219020,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,300
"Vegetable products/Coffee, tea, mate and spices",2020-01-27,2020,Q1,1,27,2020-01-30,India,2020-01-30,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2500
"Vegetable products/Coffee, tea, mate and spices",2020-01-27,2020,Q1,1,27,2020-01-30,India,2020-01-30,For import,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2400
"Vegetable products/Coffee, tea, mate and spices",2020-01-29,2020,Q1,1,29,2020-01-29,China,2020-01-28,For import,9024000,Other black tea (fermented) and other partly fermented tea,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,650
"Vegetable products/Coffee, tea, mate and spices",2020-01-29,2020,Q1,1,29,2020-01-31,India,2020-01-30,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2000
"Vegetable products/Coffee, tea, mate and spices",2020-01-29,2020,Q1,1,29,2020-01-31,India,2020-01-30,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2900
"Vegetable products/Coffee, tea, mate and spices",2020-01-29,2020,Q1,1,29,2020-01-31,India,2020-01-30,For import,904220019,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,3925
"Vegetable products/Coffee, tea, mate and spices",2020-01-30,2020,Q1,1,30,2020-01-30,China,2020-01-29,For import,9024000,Other black tea (fermented) and other partly fermented tea,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,935
Vegetable products/Edible fruits and nuts,2019-11-19,2019,Q4,11,19,2020-01-27,Turkey,2019-11-21,For import,8022200,Shelled,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Not satisfactory,yes,Aflatoxins,Not satisfactory,-,Re-dispatching,Chemical contamination,"Felixstowe, P",1,10000
Vegetable products/Edible fruits and nuts,2019-12-13,2019,Q4,12,13,2020-01-13,Turkey,2019-12-17,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,7442
Vegetable products/Edible fruits and nuts,2019-12-18,2019,Q4,12,18,2020-01-08,Turkey,2019-12-30,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-18,2019,Q4,12,18,2020-01-10,Turkey,2019-12-30,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-19,2019,Q4,12,19,2020-01-16,Turkey,2019-12-28,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,15600
Vegetable products/Edible fruits and nuts,2019-12-20,2019,Q4,12,20,2020-01-13,Turkey,2019-12-30,For import,8022200,Shelled,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,11000
Vegetable products/Edible fruits and nuts,2019-12-23,2019,Q4,12,23,2020-01-02,Turkey,2019-12-30,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,6791
Vegetable products/Edible fruits and nuts,2019-12-23,2019,Q4,12,23,2020-01-02,Turkey,2019-12-29,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,20000
Vegetable products/Edible fruits and nuts,2019-12-23,2019,Q4,12,23,2020-01-02,Turkey,2019-12-29,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,10000
Vegetable products/Edible fruits and nuts,2019-12-23,2019,Q4,12,23,2020-01-08,United States,2019-12-30,For import,8025100,In shell,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,15513
Vegetable products/Edible fruits and nuts,2019-12-24,2019,Q4,12,24,2020-01-02,Turkey,2019-12-29,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,3000
Vegetable products/Edible fruits and nuts,2019-12-24,2019,Q4,12,24,2020-01-02,Turkey,2019-12-29,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,8000
Vegetable products/Edible fruits and nuts,2019-12-24,2019,Q4,12,24,2020-01-02,Turkey,2019-12-28,For import,8025100,In shell,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,284
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,150
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,150
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,288
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8022200,Shelled,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,96
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8135099,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,91
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8135099,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,75
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,150
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,150
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,225
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,300
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-03,Turkey,2020-01-01,For import,8022200,Shelled,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,113
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-10,Serbia,2019-12-23,For import,8112031,Raspberries,Frozen,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Norovirus,Satisfactory,Human consumption,-,-,London Gateway,1,21692
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-10,Turkey,2020-01-01,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,20375
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-10,Turkey,2019-12-30,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,24000
Vegetable products/Edible fruits and nuts,2019-12-27,2019,Q4,12,27,2020-01-15,Turkey,2020-01-08,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,20375
Vegetable products/Edible fruits and nuts,2019-12-30,2019,Q4,12,30,2020-01-02,Turkey,2020-01-03,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,4428
Vegetable products/Edible fruits and nuts,2019-12-30,2019,Q4,12,30,2020-01-08,Turkey,2020-01-03,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,21900
Vegetable products/Edible fruits and nuts,2019-12-30,2019,Q4,12,30,2020-01-08,Turkey,2019-12-29,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,21000
