Commoditygroups,DeclarationDate,YearofDeclaration,QuarterofDeclaration,MonthofDeclaration,DayofDeclaration,DecisionControlDateMonth,CountryofOrigin,ArrivalatDPE,Forimport,CommodityCode,Descriptionofcommodity,Producttemperature,Commodityintendedfor,Documentarycheck,AcceptableforTransfer,NotAcceptable,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,Acceptableforreleaseforfreecirculation,NotAcceptable2,ReasonforRefusal,DPEName,NoOfConsignments,NetWeightKg
Vegetable products/Edible fruits and nuts,2019-12-06,2019,Q4,12,6,2019-12-07,Turkey,2019-12-05,For import,8025200,Shelled,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,600
Vegetable products/Edible fruits and nuts,2019-12-06,2019,Q4,12,6,2019-12-09,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,20000
Vegetable products/Edible fruits and nuts,2019-12-06,2019,Q4,12,6,2019-12-09,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,20000
Vegetable products/Edible fruits and nuts,2019-12-06,2019,Q4,12,6,2019-12-09,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,20000
Vegetable products/Edible fruits and nuts,2019-12-06,2019,Q4,12,6,2019-12-09,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,20000
Vegetable products/Edible fruits and nuts,2019-12-06,2019,Q4,12,6,2019-12-09,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,20000
Vegetable products/Edible fruits and nuts,2019-12-06,2019,Q4,12,6,2019-12-10,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,20000
Vegetable products/Edible fruits and nuts,2019-12-06,2019,Q4,12,6,2019-12-15,Turkey,2019-12-07,For import,810907530,Pomegranates,Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,14140
Vegetable products/Edible fruits and nuts,2019-12-06,2019,Q4,12,6,2019-12-18,Turkey,2019-12-17,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,21000
Vegetable products/Edible fruits and nuts,2019-12-06,2019,Q4,12,6,2019-12-18,China,2019-11-27,For import,813409510,Goji berries (wolfberries) (Lycium barbarum L.),Ambient,Human consumption,Not satisfactory,-,Destruction,/,/,no,-,-,-,-,Other, ,1,300
Vegetable products/Edible fruits and nuts,2019-12-07,2019,Q4,12,7,2019-12-08,Malaysia,2019-12-08,For import,810902020,Jackfruit (Artocarpus heterophyllus),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,330
Vegetable products/Edible fruits and nuts,2019-12-08,2019,Q4,12,8,2019-12-08,Malaysia,2019-12-08,For import,810902020,Jackfruit (Artocarpus heterophyllus),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Gatwick,1,384
Vegetable products/Edible fruits and nuts,2019-12-08,2019,Q4,12,8,2019-12-08,Malaysia,2019-12-08,For import,810902020,Jackfruit (Artocarpus heterophyllus),Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,333
Vegetable products/Edible fruits and nuts,2019-12-08,2019,Q4,12,8,2019-12-09,Malaysia,2019-12-09,For import,810902020,Jackfruit (Artocarpus heterophyllus),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,313
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-09,Malaysia,2019-12-09,For import,810902020,Jackfruit (Artocarpus heterophyllus),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,472
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-09,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,20000
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-05,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,10090
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-08,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,21000
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-11,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,1440
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-11,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,4350
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-11,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,4847
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,20160
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,17100
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,19560
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,20160
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,16128
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-10,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,16128
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-12,Turkey,2019-12-09,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,21000
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-12,Turkey,2019-12-09,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,21000
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-12,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Liverpool,1,21000
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-12,Turkey,2019-12-12,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,72
Vegetable products/Edible fruits and nuts,2019-12-09,2019,Q4,12,9,2019-12-19,Turkey,2019-12-12,For import,8025100,In shell,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,284
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-10,Malaysia,2019-12-10,For import,810902020,Jackfruit (Artocarpus heterophyllus),Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,414
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-10,Turkey,2019-12-11,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,2880
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-11,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-11,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-11,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-11,Malaysia,2019-12-11,For import,810902020,Jackfruit (Artocarpus heterophyllus),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,391
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-11,Turkey,2019-12-05,For import,8022200,Shelled,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,10000
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-11,Turkey,2019-12-11,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,10000
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-12,For import,810907530,Pomegranates,Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,16700
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,2390
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,973
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-11,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1806
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-11,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1392
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-13,For import,8022200,Shelled,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,7500
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-14,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,9634
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-12,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,18750
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-12,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-12,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,1250
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-12,Turkey,2019-12-12,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-13,Turkey,2019-12-11,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,2880
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-13,Turkey,2019-12-11,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,4350
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-13,Turkey,2019-12-11,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,1440
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-17,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,1500
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-17,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,1500
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-17,Turkey,2019-12-18,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,10000
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-17,Turkey,2019-12-11,For import,8025200,Shelled,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,London Gateway,1,300
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-19,Turkey,2019-12-11,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,3038
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-19,Turkey,2019-12-12,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,5000
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-19,Turkey,2019-12-15,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,21546
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-20,Turkey,2019-12-05,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Aflatoxins,Satisfactory,Human consumption,-,-,London Gateway,1,21000
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-24,Turkey,2019-12-12,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphur dioxide (SO2),Satisfactory,Human consumption,-,-,"Felixstowe, P",1,10080
Vegetable products/Edible fruits and nuts,2019-12-10,2019,Q4,12,10,2019-12-24,Turkey,2019-12-11,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,sulphur dioxide (SO2),Satisfactory,Human consumption,-,-,"Felixstowe, P",1,8000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-11,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-11,Turkey,2019-12-11,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,7252
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-11,Turkey,2019-12-11,For import,8062030,Sultanas,Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,21750
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-11,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-11,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-11,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20625
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,10000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,900
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-12,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,United States,2019-12-09,For import,8025100,In shell,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Southampton, P",1,19958
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-12,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Malaysia,2019-12-12,For import,810902020,Jackfruit (Artocarpus heterophyllus),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Gatwick,1,376
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Malaysia,2019-12-12,For import,810902020,Jackfruit (Artocarpus heterophyllus),Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,441
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20160
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,17100
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,19560
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20160
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,16128
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-12,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,16128
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-13,Turkey,2019-12-11,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-13,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-17,Turkey,2019-12-18,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,15600
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-17,Turkey,2019-12-12,For import,810907530,Pomegranates,Chilled,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,.RESIDUES OF PESTICIDES,Satisfactory,Human consumption,-,-,"Felixstowe, P",1,17327
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-18,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-11,2019,Q4,12,11,2019-12-21,Turkey,2019-12-11,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,Satisfactory,Satisfactory,yes,Ochratoxin A,Satisfactory,Human consumption,-,-,"Tilbury, P",1,22032
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-12,Malaysia,2019-12-12,For import,810902020,Jackfruit (Artocarpus heterophyllus),Chilled,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,Heathrow,1,382
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-12,Turkey,2019-12-11,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,4874
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,14000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,3763
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8131000,Apricots,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,5000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-12,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,20000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8062030,Sultanas,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-14,For import,8062090,Other,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Felixstowe, P",1,21000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-11,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,2000
Vegetable products/Edible fruits and nuts,2019-12-12,2019,Q4,12,12,2019-12-13,Turkey,2019-12-11,For import,8042090,Dried,Ambient,Human consumption,Satisfactory,-,-,/,/,no,-,-,Human consumption,-,-,"Tilbury, P",1,21000
