DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-12-11,2017,Q4,Dec,11,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,795,1342.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,660,1650,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,391,1805,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,770,2570,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,200,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,20079997,Other,1400,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,7,6300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,7,6300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,13023290,Of guar seeds,6,5400,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,75,450,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,2000,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,US,"Southampton, P",US,United States,GB,GB,8025100,In shell,20,19958,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,CN,Manchester,CN,China,GB,GB,9022000,Other green tea (not fermented),15,385,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,50,75,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,CN,East Midlands,CN,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,1,1,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,500,2500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,498,1884,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,219,976,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2625,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,JP,"Southampton, P",JP,Japan,GB,GB,10063092,Round grain,20,200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),200,1170,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,1200,1800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-11,2017,Q4,Dec,11,2017-12,CN,"Southampton, P",CN,China,GB,GB,20081198,In immediate packings of a net content not exceeding 1|kg,300,990,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),120,3000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),60,1500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),80,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),150,3750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,9081200,Crushed or ground,10,250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,330,1498,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,London Gateway,TR,Turkey,GB,GB,810907530,Pomegranates,320,1500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,London Gateway,TR,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",440,2640,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,660,1320,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,CN,"Felixstowe, P",CN,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",52,390,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,CN,Port of Tyne (CED),CN,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,400,18800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,320,1920,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,1200,1800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1440,2160,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,1209,4607,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,35,350,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,24,212.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,775,2565,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,725,2575,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,50,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,200,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,163,978,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,203,2436,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,UG,Gatwick,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),25,163,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,6720,18063.36,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,3024,21168,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,400,600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,500,750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8022200,Shelled,12,12000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25260,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25040,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,KE,Heathrow,KE,Kenya,GB,GB,708100040,Unshelled,400,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,340,918,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,ET,Heathrow,ET,Ethiopia,GB,GB,9041200,Crushed or ground,16,368,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,500,1700,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,1600,24000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,1600,24000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,904220019,Other,75,1420,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1760,22000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,10,10000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,13,13000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-12,2017,Q4,Dec,12,2017-12,UG,Heathrow,UG,Uganda,GB,GB,7093000,Aubergines (eggplants),121,702,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,709999020,Okra,200,744,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,Heathrow,TR,Turkey,GB,GB,20089949,Other,864,1728,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,CN,"Southampton, P",CN,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,14,140,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,IN,"Southampton, P",IN,India,GB,GB,12074090,Other,32,24000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,AR,"Felixstowe, P",AR,Argentina,NL,GB,12024200,"Shelled, whether or not broken",20,24840,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.MYCOTOXINS,satisfactory,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8042090,Dried,440,1320,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8131000,Apricots,2438,7314,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,LK,"Felixstowe, P",LK,China,GB,GB,9022000,Other green tea (not fermented),80,120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,DO,Gatwick,DO,Dominican Republic,GB,GB,708200010,"Yard long beans (Vigna unguiculata spp. sesquipedalis, vigna unguiculata spp. unguiculata)",110,550,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,IN,London Gateway,IN,India,GB,GB,904219080,Other,100,500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,IN,"Felixstowe, P",IN,India,GB,GB,20081196,"In immediate packings of a net content not exceeding 1|kg, Roasted",355,2207.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,600,7200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,600,7200,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,KE,Stansted,KE,Kenya,GB,GB,708100090,Other,275,412.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,937,3611,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,1118,4474,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,IN,Heathrow,IN,India,GB,GB,709999020,Okra,1250,4050,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,JP,"Felixstowe, P",JP,Japan,GB,GB,12081000,Of soya beans,55,638,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,JP,"Felixstowe, P",JP,Japan,GB,GB,19059090,Other,55,638,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,JP,"Felixstowe, P",JP,Japan,GB,GB,20039090,Other,55,638,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,JP,"Felixstowe, P",JP,Japan,GB,GB,20059100,Bamboo shoots,55,638,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,CN,Heathrow,CN,China,GB,GB,704909040,Brassica oleracea (Chinese Broccoli),275,1608.75,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,EG,Heathrow,EG,Egypt,GB,GB,8101000,Strawberries,660,1650,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,No,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,London Gateway,TR,Turkey,GB,GB,8055010,"Lemons (Citrus limon, Citrus limonum)",2288,20500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,6520,19560,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1700,21250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1635,16350,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-12-13,2017,Q4,Dec,13,2017-12,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1635,16350,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
